source_bucket	source_root	path	name	size	mtime	relevance_tags	sha256
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.txt	arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.txt	66551	1769974125	cayley	06732f6d4fb484a027b91bcd7a740ba4a185d3ace20bee26f2cd4ec48bed59c4
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1005.3035_van_raamsdonk_2010_building_spacetime.pdf	arxiv_1005.3035_van_raamsdonk_2010_building_spacetime.pdf	108620	1769973532	cayley	3b96c5632dfc5fb5d19d2a6ffc0ce0ace07ca184965c96238182b96a99f6bfd4
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/universal_entanglement_correction_2405.10230.txt	universal_entanglement_correction_2405.10230.txt	36069	1769983430	cayley	51108726d2d71a23f860c760235ce85ff150661cc12c99c2ed2efa22fbe636ae
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.txt	arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.txt	33401	1769995566	cayley	cad96d88cffe6154659cfb30b482ccba3340d20e5b20d779f7d89bd72e85f82d
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/di_nezza_palatucci_valdinoci_2011_1104.4345v3_fractional_sobolev_hitchhiker.pdf	di_nezza_palatucci_valdinoci_2011_1104.4345v3_fractional_sobolev_hitchhiker.pdf	589012	1769626659	cayley	9c766906f32852c89caf6b9aec08fd3d6ef134bee939e3bd70046b1b20da5c32
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2509.19430_pablos_takacs_2025_alpha_clustering_geometry.txt	arxiv_2509.19430_pablos_takacs_2025_alpha_clustering_geometry.txt	61402	1770501065	cayley	7709f65a840cf7060bede25c2193e95e5393959e7a8f840d7d5c9f56b5b67687
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9712019_carroll_1997_lecture_notes_general_relativity.txt	arxiv_gr-qc9712019_carroll_1997_lecture_notes_general_relativity.txt	499074	1770091073	cayley	9e90e8a0609758a16c2c25fba6b7c1beb2c6d25ffffbc12d9a64c81d83b0687c
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1502.05293_chanyal_2015_octonionic_gravi_electromagnetism_dark_matter.txt	arxiv_1502.05293_chanyal_2015_octonionic_gravi_electromagnetism_dark_matter.txt	42992	1770104152	octonion	9a99ec1a9981d05748754312f3b8007dcf36e7584e4e248dcff4c1965feef36b
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Pathions3.pdf	Pathions3.pdf	7374006	1770582607	cayley	9e099c71a2a3f11f6feb10312cf53d8f76db05316dd4c77ee963d12a234fd3b3
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1609.00026_freedman_headrick_2016_bit_threads.pdf	arxiv_1609.00026_freedman_headrick_2016_bit_threads.pdf	1014315	1769973533	cayley	98a0efccd5ed3f3adc523445ebb82a248793268bd9114a9b56d84b62b2373362
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/reggiani_2024_2411.18881.pdf	reggiani_2024_2411.18881.pdf	226232	1769534644	cayley	12b3e6adcc432f2590b6883624778830e988a96dfb4a337f8ef5f5b5290e9d18
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.pdf	arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.pdf	179816	1628673366	cayley	622ba15ba37273bf1e02db1d62578651e99df06dc8d6a476f3ce31218127754c
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/ligo_webinar_gwtc3_population_o3_G2102458.pdf	ligo_webinar_gwtc3_population_o3_G2102458.pdf	7442430	1769629130	cayley	f23ef101d0eaf5a665d2c9c76d2a890967ab64e4a1d60e76cc75a331958b5bdc
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1710.05993_chruscinski_pascazio_2017_brief_history_gkls_equation.pdf	arxiv_1710.05993_chruscinski_pascazio_2017_brief_history_gkls_equation.pdf	596143	1674415967	cayley	cbe7e0805bc8ff98f5bca11681c2651854d9c814abb8da5b29f6c4a11d370a2e
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.pdf	stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.pdf	362590	1769626658	cayley	8790df99f4cc825c004341ccdeedbc3872b280c77f8dcc14b7da0c47c0ddd029
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/researchsquare_2023_rs-3109229_metamaterial_perfect_absorber.txt	researchsquare_2023_rs-3109229_metamaterial_perfect_absorber.txt	33580	1769637165	cayley	794812db1e2856dc9674a8755bb2213f4896d2356d3e3308c2297af47ab7f624
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2505.11747v2_structure_cayley_dickson.pdf	arxiv_2505.11747v2_structure_cayley_dickson.pdf	369591	1769647696	cayley,dickson	815b797e690def4bd889ea30b17ecd715f3009ed60526a76ea9fd92f45aab7e2
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.18433v1_clifford_split_octonion_conformal_space.pdf	arxiv_2601.18433v1_clifford_split_octonion_conformal_space.pdf	2472812	1769647697	octonion	74111b6e4be468583efae99f8700c5f5427b50fd46e41945dd90a84175809289
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.pdf	arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.pdf	223353	1769974124	cayley	5fbca853f9f9d5de248fe3027958f547b1026dd65c8e44115c16e991be1dd7d0
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/dragovich_padic_math_physics_review_1705.04758.txt	dragovich_padic_math_physics_review_1705.04758.txt	133970	1769983429	cayley	d3f5be2d7b33461065b0abaf3db48264b174a5392797a67bf96c51b266163b39
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.txt	arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.txt	820450	1769995567	cayley	27516c439e165d278768e7c74a5fee2849dbc1a9ccef5b66751f8bd95dcd9402
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/universal_entanglement_correction_2405.10230.pdf	universal_entanglement_correction_2405.10230.pdf	896582	1769983418	cayley	88632c1e4f510da5441b4dbb6b0d64d4f47fdb99f948c729da1d80bd8fafa9dc
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_math0105155_baez_2002_octonions.pdf	arxiv_math0105155_baez_2002_octonions.pdf	526062	1732927370	octonion	f8087fb91b10cdbee2157e8eec8c33ac6b918b0de2c8c1fd16b4d8183f0868cc
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1601.05416_dong_harlow_wall_2016_entanglement_wedge_reconstruction.pdf	arxiv_1601.05416_dong_harlow_wall_2016_entanglement_wedge_reconstruction.pdf	421836	1674262080	cayley	0e005ea46b67299bcb5169a1861c8e93f52529b9e7e6b4028c138ee9654cadd2
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc0306060_larranaga_2003_introduction_to_bosonic_string_theory.pdf	arxiv_gr-qc0306060_larranaga_2003_introduction_to_bosonic_string_theory.pdf	222411	1674071617	cayley	628bf2d787097a32c1991a6192e255b0092e689bafa8b0495d7cc96a2bb9ef30
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.pdf	arxiv_1005.1891_gross_vitells_2010_look_elsewhere_effect.pdf	235923	1769995560	cayley	edd8948d1fbba4b7082ffe63c5846474bdb4a51a3a09cca122ba53d7eb786fd3
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2102.06824_bobrick_martire_2021_introducing_physical_warp_drives.txt	arxiv_2102.06824_bobrick_martire_2021_introducing_physical_warp_drives.txt	75773	1770046914	cayley	99283b35e141706741b3458373688a96323ad07fab08fc9dcaa6bfb99a05d3c9
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/kaviraj_2021_jhep03_219_parisi_sourlas_rg.pdf	kaviraj_2021_jhep03_219_parisi_sourlas_rg.pdf	1742744	1769650632	cayley	09f160ab48b697215569fde3e16ab882addcc409da4725b6e77bdcfcb0bfaae4
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.pdf	arxiv_hep-th9606001_chamseddine_connes_1996_spectral_action_principle.pdf	196251	1769974125	cayley	2c5cdd1bd8da1dcc65d90cb2d28d17e8d4cddd9697af1eb7387128f15d47b756
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/moreno_2005_math0512517_zero_divisors_2n_ions.pdf	moreno_2005_math0512517_zero_divisors_2n_ions.pdf	179042	1770581579	cayley	32fe067046f230b7b8f1f30fef9411170ea9223b68ec31de4bc27b61cc73d129
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/de_marrais_2007_math0703745_placeholder_substructures_III.pdf	de_marrais_2007_math0703745_placeholder_substructures_III.pdf	150837	1770581579	cayley	56a6662680ef99beaae71abbdffbf55895f3b74184806075cb4cc9e640539cca
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/carlstrom_2001_wheels_report.txt	carlstrom_2001_wheels_report.txt	110315	1769622661	cayley	6e3776422448e5b08ceecfa45de77d61e24829ff9bef8a49dd1a936302ab6444
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0603001_ryu_takayanagi_2006_rt.txt	arxiv_hep-th0603001_ryu_takayanagi_2006_rt.txt	41813	1769973531	cayley	e869fbfb97def4b2a5d3ef5bb024dac5171e543482ca8bd327209926300400b6
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1507.01968_thas_2015_isospectral_drums_simple_groups.txt	arxiv_1507.01968_thas_2015_isospectral_drums_simple_groups.txt	88425	1769981023	cayley	e2b9ffca9190304d8e043a1ad94482e0091d2cffac15249edf7b833cb2c667e2
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.txt	arxiv_hep-th9603053_connes_1996_gravity_coupled_with_matter.txt	67564	1769974124	cayley	34be3bbd903b7725e7686450053cbf5155918c03eb40576b2d83aff3eaade0bf
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/sutton_barto_2020_rl_intro.pdf	sutton_barto_2020_rl_intro.pdf	73129769	1769649394	cayley	2dd0d71d9ee883fbeb99f9b888c65ac3255fae2512203d11b18e838befffe9a6
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/dfs_content.txt	dfs_content.txt	105462	1770018192	cayley	fe660bf6a8d80ec57eac7fd051996c2f1f8fbc083803bcb21f57fcdd6e17b0bb
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.19734v1_clifford_invariant_unification.pdf	arxiv_2601.19734v1_clifford_invariant_unification.pdf	428362	1769647697	cayley	c96b2c2e20303e3e1d3a59431e2f6eddbaf3b8642364b60f6da3f6e0589b37a9
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.txt	arxiv_physics0111203_smith_et_al_2002_effective_eps_mu_from_rt.txt	32508	1770119321	cayley	971fc078c0c9cfb71c69dfbaa1f4032e1e756d9d539046580d747e5c999baae1
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9701052_immirzi_1997_quantum_gravity_and_regge_calculus.pdf	arxiv_gr-qc9701052_immirzi_1997_quantum_gravity_and_regge_calculus.pdf	147553	1732931151	cayley	c8478eb3557415aa007c12cd7bf5c0c1e3892bf7ad1bc5baec1b118051b66b45
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0505113_ambjorn_jurkiewicz_loll_2005_spectral_dimension_universe.pdf	arxiv_hep-th0505113_ambjorn_jurkiewicz_loll_2005_spectral_dimension_universe.pdf	136521	1732929003	cayley	66111197414ccb8f3fb8dbaaac8355084c49aa7d1f6879092bd16ad76744f00b
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/CSC_KTH_Ray_Tracing.pdf	CSC_KTH_Ray_Tracing.pdf	113097	1770179838	cayley	88ab42e11b11054e8f6a96281028dac7240de9bf0a735c8139e6d2b71e7f6709
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/pastawski_yoshida_harlow_preskill_2015_1503.06237_happy_code.txt	pastawski_yoshida_harlow_preskill_2015_1503.06237_happy_code.txt	180777	1769630015	cayley	80d348b80fed2777b51532bb05de842c2f6c65ef1a22088602fa9597896c65d6
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9711200_maldacena_1997_ads_cft.txt	arxiv_hep-th9711200_maldacena_1997_ads_cft.txt	61504	1769981028	cayley	3e9162ac5bf3c91f821ff38a4e182c145a86feb7381c1469becf5db7d60f8b80
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0508202_lauscher_reuter_2005_fractal_spacetime_structure_asymptotic_safety.pdf	arxiv_hep-th0508202_lauscher_reuter_2005_fractal_spacetime_structure_asymptotic_safety.pdf	184037	1732929224	cayley	77d6ba4c3af9e5cfb89584ab83e8dffc07fd3bcc392509241a490ff6ee9d83a7
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/desi_dr2_lya_bao_2503.14739.txt	desi_dr2_lya_bao_2503.14739.txt	124936	1769983429	cayley	8a45da241d7b091c8fca23440613aacf859aa5fa99055a5c52d50d27292d0aa5
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2006.07125_lentz_2021_breaking_the_warp_barrier.pdf	arxiv_2006.07125_lentz_2021_breaking_the_warp_barrier.pdf	5801454	1674451700	cayley	12e765d1897467e78a158e520405fb0ed2c54f9a73e979fd3e2f002da0dfad8b
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/abdi_2007_bonferroni_sidak_corrections.pdf	abdi_2007_bonferroni_sidak_corrections.pdf	72811	1152916045	cayley	243227b8fc609e69791bff6909b1bd18a9b160110202ec4c6c4517d3ce6c951c
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th9310026_thooft_1993_dimensional_reduction_qg.pdf	arxiv_hep-th9310026_thooft_1993_dimensional_reduction_qg.pdf	350359	1769981029	cayley	2d8055bc9173a66100787ca229a0da7e218f1bf8db393f74d221912609901006
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/evenbly_vidal_tnr_1412.0732.txt	evenbly_vidal_tnr_1412.0732.txt	56791	1769983429	cayley	152f073d0ace91eb6d9411c400469c8838ac70428335dee123b64a9827315611
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Rodal_2025_Metamaterial_Gravity.pdf	Rodal_2025_Metamaterial_Gravity.pdf	378440	1769893371	cayley	204c4fcb88bfcb3fc1a52efe720d9e608fa4ff8588c88b83b5af3f84c6f91253
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Pozar_2005_Microwave_Engineering_Transitions.txt	Pozar_2005_Microwave_Engineering_Transitions.txt	48714	1769894272	cayley	61fbacdac83f1e514214c4f17b50035bb32488eadf12438eb567b57580676abc
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_hep-th0504052_nojiri_odintsov_sasaki_2005_gauss_bonnet_dark_energy.txt	arxiv_hep-th0504052_nojiri_odintsov_sasaki_2005_gauss_bonnet_dark_energy.txt	24249	1770082600	cayley	f86488ff468f43af682cb7ac16c8e8924861c37fdac97eeda98d84c967db37e7
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc0209036_fewster_roman_2003_null_energy_condition.txt	arxiv_gr-qc0209036_fewster_roman_2003_null_energy_condition.txt	45587	1770500998	cayley	c2d42cc454480e9c2101750f832970147f87d78c42a2d640f114e180af62cc26
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/t_hooft_veltman_1972_dimreg.txt	t_hooft_veltman_1972_dimreg.txt	25	1769638654	cayley	c30b0131124bde0ba2adde1d09c45eb953842cb9b556b82629a85c81db9652d6
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/nosek_et_al_2018_preregistration_revolution_osf_2dxu5.txt	nosek_et_al_2018_preregistration_revolution_osf_2dxu5.txt	58409	1770010991	cayley	3b8af6cdf17634375de8ae876c720d782ee83d8ee4f1aa23dc52c42d5ebcde3d
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/mera_quantum_computer_entanglement_2412.18602.txt	mera_quantum_computer_entanglement_2412.18602.txt	89110	1769983430	cayley	deda1cf80f62309b61addaff92aa90cd9cd080acde8a6f123b185fa8ba38e739
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/CMS_TOP-22-007.pdf	CMS_TOP-22-007.pdf	2169479	1769893366	cayley	8363a41a1c8359b0058230858815c65d2a7c1a00db4ce3852133782b58337b11
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/chong_2010_cpa_arxiv_1003.4968.pdf	chong_2010_cpa_arxiv_1003.4968.pdf	598926	1769741490	cayley	2aee24f71078be4a779f9a3caf1c433ec9e066f8365ddea84c6bd95b9d0adeb3
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/de_marrais_2007_07040026_catamaran_sails.pdf	de_marrais_2007_07040026_catamaran_sails.pdf	201711	1770581579	cayley	64c8d447564c3d066471bb9352e33fd6a05d5215918a044a1db25fbe70a604f1
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_quant-ph0301032_lidar_whaley_2003_decoherence_free_subspaces.txt	arxiv_quant-ph0301032_lidar_whaley_2003_decoherence_free_subspaces.txt	121406	1770007989	cayley	a72ec6fd2386b689786708ca6622e37c3464035e52ce11eb61bb7b668a64e4a4
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_0810.2088_connes_2008_spectral_characterization_manifolds.txt	arxiv_0810.2088_connes_2008_spectral_characterization_manifolds.txt	209441	1769974125	cayley	417888d9d5cdc1ff52a969d7c00dbcf12412f6f4dd0656aed69ab631cc0de23c
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/calabrese_cardy_2004_hep-th0405152_entanglement_entropy_qft.txt	calabrese_cardy_2004_hep-th0405152_entanglement_entropy_qft.txt	99058	1769630015	cayley	1ecd52059ad19bff1ff605c839285ff291f6a3074829c993559bf6c2d6dfd8fa
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2006.12611_abbott_et_al_2020_gw190814_mass_gap.pdf	arxiv_2006.12611_abbott_et_al_2020_gw190814_mass_gap.pdf	4377907	1674452276	cayley	1844a0eb939671c93f994c69db53edf34713505a82f0cd39006e46ea2298b435
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2103.07933_woosley_heger_2021_pair_instability_mass_gap.txt	arxiv_2103.07933_woosley_heger_2021_pair_instability_mass_gap.txt	120532	1769995567	cayley	01a01948a293bc7011d5c3317be9ab61253a409ec2048ddf9709688918e0c432
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_nlin0105068_okada_shudo_2001_isospectrality_iso_length_spectrality.txt	arxiv_nlin0105068_okada_shudo_2001_isospectrality_iso_length_spectrality.txt	37412	1769981022	cayley	ba320847a0e3c6aae348b7a0e5d6f149552d2dea5d871d9804b65734df615825
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.pdf	arxiv_2111.03606_abbott_et_al_2021_gwtc3_compact_binary_coalescences.pdf	7324786	1769995562	cayley	8d7401dfae3ffe3d7abc1faa7252bc6423ec0e4784ed7a2e9118d9c18aefed68
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.23137v1_son_chekhova_2026_sfwm_thin_layer.txt	arxiv_2601.23137v1_son_chekhova_2026_sfwm_thin_layer.txt	21079	1770056583	cayley	433009bb523880ab307723c4b8266f697d97dd75355b48fece323c73601e4364
